$0;1776129017485337527;1.15-SNAPSHOT;KIEKER;1374ad4ea4b0;1;false;0;NANOSECONDS;0
$1;1776129179899745605;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591146;1776129173655785311;1776129179899740713;1374ad4ea4b0;0;0
$1;1776129179903948585;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591379;1776129179423023023;1776129179903944153;1374ad4ea4b0;1;1
$1;1776129179905809102;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591367;1776129178997743279;1776129179905805142;1374ad4ea4b0;1;1
$1;1776129179906722533;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591353;1776129178658157649;1776129179906718493;1374ad4ea4b0;1;1
$1;1776129179913844547;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591389;1776129179672462250;1776129179913838287;1374ad4ea4b0;1;1
$1;1776129179915327281;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591366;1776129178992361142;1776129179915322981;1374ad4ea4b0;1;1
$1;1776129179920827084;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591380;1776129179452353551;1776129179920822217;1374ad4ea4b0;1;1
$1;1776129179921695884;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591384;1776129179560779610;1776129179921691929;1374ad4ea4b0;1;1
$1;1776129179926683690;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591304;1776129176207834340;1776129179926679682;1374ad4ea4b0;2;1
$1;1776129179951121315;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591388;1776129179666458976;1776129179951108853;1374ad4ea4b0;1;1
$1;1776129179969681020;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591304;1776129179926713635;1776129179969669977;1374ad4ea4b0;3;1
$1;1776129179970681052;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591304;1776129175652520716;1776129179970676791;1374ad4ea4b0;0;0
$1;1776129180032965305;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591381;1776129179460905774;1776129180032958303;1374ad4ea4b0;1;1
$1;1776129180033735774;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591392;1776129179710743431;1776129180033731925;1374ad4ea4b0;1;1
$1;1776129180062236265;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591258;1776129175674567771;1776129180062222865;1374ad4ea4b0;2;1
$1;1776129180068967885;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591217;1776129179730711410;1776129180068961280;1374ad4ea4b0;3;1
$1;1776129180069736964;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591217;1776129174379557107;1776129180069733837;1374ad4ea4b0;0;0
$1;1776129180073773262;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591210;1776129179857207482;1776129180073769835;1374ad4ea4b0;3;1
$1;1776129180079510482;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591210;1776129174355923612;1776129180079504794;1374ad4ea4b0;0;0
$1;1776129180079557236;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591400;1776129179900902058;1776129180079552559;1374ad4ea4b0;1;1
$1;1776129180112322041;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591397;1776129179826008317;1776129180112312111;1374ad4ea4b0;1;1
$1;1776129180122139050;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591374;1776129179211187161;1776129180122131443;1374ad4ea4b0;1;1
$1;1776129180151822133;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591383;1776129179520350126;1776129180151812870;1374ad4ea4b0;1;1
$1;1776129180171542100;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591390;1776129179677305365;1776129180171532740;1374ad4ea4b0;1;1
$1;1776129180179870273;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591169;1776129175975490015;1776129180179862130;1374ad4ea4b0;2;1
$1;1776129180185033414;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591209;1776129176563370280;1776129180185027393;1374ad4ea4b0;2;1
$1;1776129180193359079;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591258;1776129180062297596;1776129180193353311;1374ad4ea4b0;3;1
$1;1776129180194190194;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591258;1776129174582320743;1776129180194186602;1374ad4ea4b0;0;0
$1;1776129180212140915;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591404;1776129180195207991;1776129180212132690;1374ad4ea4b0;1;1
$1;1776129180221251875;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591402;1776129180093299573;1776129180221232353;1374ad4ea4b0;1;1
$1;1776129180267918802;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591398;1776129179829743230;1776129180267908891;1374ad4ea4b0;1;1
$1;1776129180275493911;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591196;1776129176003258104;1776129180275487348;1374ad4ea4b0;2;1
$1;1776129180279061435;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591395;1776129179810687128;1776129180279055170;1374ad4ea4b0;1;1
$1;1776129180282820869;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591385;1776129179577485990;1776129180282814906;1374ad4ea4b0;1;1
$1;1776129180283739636;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591358;1776129178768227048;1776129180283734099;1374ad4ea4b0;1;1
$1;1776129180288647140;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591393;1776129179754793671;1776129180288641413;1374ad4ea4b0;1;1
$1;1776129180298006178;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591182;1776129176450814727;1776129180298000016;1374ad4ea4b0;2;1
$1;1776129180330496634;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591177;1776129176449930580;1776129180330487822;1374ad4ea4b0;2;1
$1;1776129180349436373;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591238;1776129176166810086;1776129180349425278;1374ad4ea4b0;2;1
$1;1776129180352902333;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591174;1776129176428022810;1776129180352889552;1374ad4ea4b0;2;1
$1;1776129180353891486;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591338;1776129177387815917;1776129180353884438;1374ad4ea4b0;2;1
$1;1776129180358446534;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591196;1776129180275535405;1776129180358442074;1374ad4ea4b0;3;1
$1;1776129180362525724;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591196;1776129174182711787;1776129180362521091;1374ad4ea4b0;0;0
$1;1776129180363721616;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591177;1776129180330543400;1776129180363718211;1374ad4ea4b0;3;1
$1;1776129180364770229;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591174;1776129180352964268;1776129180364767137;1374ad4ea4b0;3;1
$1;1776129180458869294;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591182;1776129180298040798;1776129180458862035;1374ad4ea4b0;3;1
$1;1776129180459147785;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591209;1776129180185072678;1776129180459141767;1374ad4ea4b0;3;1
$1;1776129180459737667;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591182;1776129174110611383;1776129180459734172;1374ad4ea4b0;0;0
$1;1776129180460027362;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591209;1776129174333936254;1776129180460022489;1374ad4ea4b0;0;0
$1;1776129180462726034;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591174;1776129174055499688;1776129180462721500;1374ad4ea4b0;0;0
$1;1776129180464162556;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591177;1776129174081508975;1776129180464155708;1374ad4ea4b0;0;0
$1;1776129180473502439;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591141;1776129173595719239;1776129180473495228;1374ad4ea4b0;0;0
$1;1776129180474922303;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591278;1776129175062484715;1776129180474916965;1374ad4ea4b0;0;0
$1;1776129180485212652;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591401;1776129179971729594;1776129180485203355;1374ad4ea4b0;1;1
$1;1776129180486175049;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591270;1776129176027278198;1776129180486169611;1374ad4ea4b0;2;1
$1;1776129180505047648;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591238;1776129180349494016;1776129180505040193;1374ad4ea4b0;3;1
$1;1776129180505813616;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591238;1776129174458181070;1776129180505807887;1374ad4ea4b0;0;0
$1;1776129180508648998;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591338;1776129180353933673;1776129180508645068;1374ad4ea4b0;3;1
$1;1776129180509271137;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591338;1776129176875399125;1776129180509267737;1374ad4ea4b0;0;0
$1;1776129180521800886;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591169;1776129180179917653;1776129180521795196;1374ad4ea4b0;3;1
$1;1776129180522624101;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591169;1776129173979857341;1776129180522620661;1374ad4ea4b0;0;0
$1;1776129180522957707;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591152;1776129173775419431;1776129180522953497;1374ad4ea4b0;0;0
$1;1776129180528764848;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591403;1776129180093876276;1776129180528759403;1374ad4ea4b0;1;1
$1;1776129180531755889;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591372;1776129179097870854;1776129180531751548;1374ad4ea4b0;1;1
$1;1776129180548827436;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591180;1776129176192403047;1776129180548819651;1374ad4ea4b0;2;1
$1;1776129180549483296;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591191;1776129174161838980;1776129180549477368;1374ad4ea4b0;0;0
$1;1776129180552456448;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591273;1776129176561904861;1776129180552451685;1374ad4ea4b0;2;1
$1;1776129180555302561;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591183;1776129178333338417;1776129180555271613;1374ad4ea4b0;3;1
$1;1776129180560825479;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591268;1776129179168620369;1776129180560821496;1374ad4ea4b0;3;1
$1;1776129180561499203;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591268;1776129174775317645;1776129180561495478;1374ad4ea4b0;0;0
$1;1776129180571761983;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591188;1776129176593057480;1776129180571756974;1374ad4ea4b0;2;1
$1;1776129180582598468;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591180;1776129180548874407;1776129180582591732;1374ad4ea4b0;3;1
$1;1776129180586132504;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591180;1776129174102863909;1776129180586122009;1374ad4ea4b0;0;0
$1;1776129180597500352;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591407;1776129180463846153;1776129180597492709;1374ad4ea4b0;1;1
$1;1776129180598123661;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591276;1776129176117737296;1776129180598118921;1374ad4ea4b0;2;1
$1;1776129180598936138;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591408;1776129180494406472;1776129180598931728;1374ad4ea4b0;1;1
$1;1776129180605219062;public static java.util.List tools.descartes.teastore.registryclient.rest.LoadBalancedCRUDOperations.getEntities(tools.descartes.teastore.registryclient.Service, java.lang.String, java.lang.Class, int, int);<no-session-id>;9021695216041591406;1776129180461204579;1776129180605212894;1374ad4ea4b0;1;1
$1;1776129180622995751;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591188;1776129180571792824;1776129180622987601;1374ad4ea4b0;3;1
$1;1776129180629572190;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591227;1776129176033539542;1776129180629564061;1374ad4ea4b0;2;1
$1;1776129180654893252;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591270;1776129180486210109;1776129180654884960;1374ad4ea4b0;3;1
$1;1776129180655735345;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591270;1776129175030765013;1776129180655730397;1374ad4ea4b0;0;0
$1;1776129180665261024;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591188;1776129174152392077;1776129180665252908;1374ad4ea4b0;0;0
$1;1776129180673316304;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591221;1776129175928978828;1776129180673307874;1374ad4ea4b0;2;1
$1;1776129180694713271;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591145;1776129174657880173;1776129180694703186;1374ad4ea4b0;2;1
$1;1776129180716942231;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591299;1776129176387499959;1776129180716934734;1374ad4ea4b0;2;1
$1;1776129180732090444;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591250;1776129176416091136;1776129180732082568;1374ad4ea4b0;2;1
$1;1776129180753040998;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591318;1776129176550401084;1776129180753031889;1374ad4ea4b0;2;1
$1;1776129180759737456;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591208;1776129176532154836;1776129180759730194;1374ad4ea4b0;2;1
$1;1776129180764185428;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591148;1776129175392630954;1776129180764176953;1374ad4ea4b0;2;1
$1;1776129180773539127;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591303;1776129176590800437;1776129180773530752;1374ad4ea4b0;2;1
$1;1776129180787342844;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591276;1776129180598156933;1776129180787336008;1374ad4ea4b0;3;1
$1;1776129180788063608;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591276;1776129175057993647;1776129180788059827;1374ad4ea4b0;0;0
$1;1776129180794263793;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591273;1776129180552486028;1776129180794258950;1374ad4ea4b0;3;1
$1;1776129180795010880;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591273;1776129175033804314;1776129180795007497;1374ad4ea4b0;0;0
$1;1776129180801647094;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591171;1776129175391380571;1776129180801636178;1374ad4ea4b0;2;1
$1;1776129180806915767;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591250;1776129180732133629;1776129180806909611;1374ad4ea4b0;3;1
$1;1776129180807657317;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591250;1776129174508337453;1776129180807653887;1374ad4ea4b0;0;0
$1;1776129180809807452;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591201;1776129176393626155;1776129180809804079;1374ad4ea4b0;2;1
$1;1776129180814159142;public static java.util.HashMap tools.descartes.teastore.registryclient.rest.LoadBalancedImageOperations.getWebImages(java.util.List, tools.descartes.teastore.entities.ImageSize);<no-session-id>;9021695216041591305;1776129176483347522;1776129180814154902;1374ad4ea4b0;2;1
$1;1776129180815548253;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591299;1776129180716985125;1776129180815545039;1374ad4ea4b0;3;1
$1;1776129180821047747;public static boolean tools.descartes.teastore.registryclient.rest.LoadBalancedStoreOperations.isLoggedIn(tools.descartes.teastore.entities.message.SessionBlob);<no-session-id>;9021695216041591208;1776129180759778343;1776129180821042925;1374ad4ea4b0;3;1
$1;1776129180821857424;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591208;1776129174329951914;1776129180821853811;1374ad4ea4b0;0;0
$1;1776129180852252876;protected void tools.descartes.teastore.webui.servlet.LoginServlet.handleGETRequest(jakarta.servlet.http.HttpServletRequest, jakarta.servlet.http.HttpServletResponse);<no-session-id>;9021695216041591183;1776129174118808053;1776129180852245296;1374ad4ea4b0;0;0
